date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:31:47	44708/44708	---M-Z	200	added ('OK')	application/x-javascript	etag:%22aea4-6813e5ac-1e9ae04d950e1547;gz%22	https://digitedia-sa.com/wp-content/plugins/elementor-pro/assets/js/elements-handlers.min.js?ver=3.28.3	C:/Users/TARGET/Desktop/digitedia_clone/digitedia-sa.com/wp-content/plugins/elementor-pro/assets/js/elements-handlers.min87cc.js	(from https://digitedia-sa.com/ar/)
23:31:47	104/104	---M--	200	added ('OK')	image/png	date:Mon,%2026%20May%202025%2020:31:48%20GMT	https://digitedia-sa.com/wp-content/plugins/salient-nectar-slider/img/textures/grid.png	C:/Users/TARGET/Desktop/digitedia_clone/digitedia-sa.com/wp-content/plugins/salient-nectar-slider/img/textures/grid.png	(from https://digitedia-sa.com/wp-content/plugins/salient-nectar-slider/css/nectar-slider.css?ver=1.7.7)
23:31:48	2608/2608	---M--	200	added ('OK')	image/gif	etag:%22a30-67c6ccb8-57bd113c67abc2d0;;;%22	https://digitedia-sa.com/wp-content/themes/salient/img/icons/loading-white-bg.gif	C:/Users/TARGET/Desktop/digitedia_clone/digitedia-sa.com/wp-content/themes/salient/img/icons/loading-white-bg.gif	(from https://digitedia-sa.com/wp-content/themes/salient/css/build/style.css?ver=17.0.1)
23:31:48	450/450	---M--	200	added ('OK')	image/png	date:Mon,%2026%20May%202025%2020:31:48%20GMT	https://digitedia-sa.com/wp-content/themes/salient/img/icons/quote.png	C:/Users/TARGET/Desktop/digitedia_clone/digitedia-sa.com/wp-content/themes/salient/img/icons/quote.png	(from https://digitedia-sa.com/wp-content/themes/salient/css/build/style.css?ver=17.0.1)
23:31:48	516/516	---M--	200	added ('OK')	image/png	date:Mon,%2026%20May%202025%2020:31:49%20GMT	https://digitedia-sa.com/wp-content/themes/salient/img/icons/link.png	C:/Users/TARGET/Desktop/digitedia_clone/digitedia-sa.com/wp-content/themes/salient/img/icons/link.png	(from https://digitedia-sa.com/wp-content/themes/salient/css/build/style.css?ver=17.0.1)
23:31:48	245/245	---M--	200	added ('OK')	image/png	date:Mon,%2026%20May%202025%2020:31:49%20GMT	https://digitedia-sa.com/wp-content/themes/salient/img/icons/status.png	C:/Users/TARGET/Desktop/digitedia_clone/digitedia-sa.com/wp-content/themes/salient/img/icons/status.png	(from https://digitedia-sa.com/wp-content/themes/salient/css/build/style.css?ver=17.0.1)
23:31:48	763/763	---M--	200	added ('OK')	image/png	date:Mon,%2026%20May%202025%2020:31:49%20GMT	https://digitedia-sa.com/wp-content/themes/salient/img/icons/quote-2x.png	C:/Users/TARGET/Desktop/digitedia_clone/digitedia-sa.com/wp-content/themes/salient/img/icons/quote-2x.png	(from https://digitedia-sa.com/wp-content/themes/salient/css/build/style.css?ver=17.0.1)
23:31:49	1032/1032	---M--	200	added ('OK')	image/png	date:Mon,%2026%20May%202025%2020:31:49%20GMT	https://digitedia-sa.com/wp-content/themes/salient/img/icons/link-2x.png	C:/Users/TARGET/Desktop/digitedia_clone/digitedia-sa.com/wp-content/themes/salient/img/icons/link-2x.png	(from https://digitedia-sa.com/wp-content/themes/salient/css/build/style.css?ver=17.0.1)
23:31:49	297/297	---M--	200	added ('OK')	image/png	date:Mon,%2026%20May%202025%2020:31:50%20GMT	https://digitedia-sa.com/wp-content/themes/salient/img/icons/portfolio-arrows.png	C:/Users/TARGET/Desktop/digitedia_clone/digitedia-sa.com/wp-content/themes/salient/img/icons/portfolio-arrows.png	(from https://digitedia-sa.com/wp-content/themes/salient/css/build/style.css?ver=17.0.1)
23:31:49	507/507	---M--	200	added ('OK')	image/png	date:Mon,%2026%20May%202025%2020:31:50%20GMT	https://digitedia-sa.com/wp-content/themes/salient/img/icons/portfolio-arrows-2x.png	C:/Users/TARGET/Desktop/digitedia_clone/digitedia-sa.com/wp-content/themes/salient/img/icons/portfolio-arrows-2x.png	(from https://digitedia-sa.com/wp-content/themes/salient/css/build/style.css?ver=17.0.1)
23:31:49	457/457	---M--	200	added ('OK')	image/jpeg	date:Mon,%2026%20May%202025%2020:31:50%20GMT	https://digitedia-sa.com/wp-content/themes/salient/img/icons/comment-children-line.jpg	C:/Users/TARGET/Desktop/digitedia_clone/digitedia-sa.com/wp-content/themes/salient/img/icons/comment-children-line.jpg	(from https://digitedia-sa.com/wp-content/themes/salient/css/build/style.css?ver=17.0.1)
23:31:50	4204/4204	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%22106c-67c6ccb8-c47b7d50d67f6d01;gz%22	https://digitedia-sa.com/wp-content/themes/salient/css/fonts/nectar-brands.eot?v=1.0	C:/Users/TARGET/Desktop/digitedia_clone/digitedia-sa.com/wp-content/themes/salient/css/fonts/nectar-brandsc619.eot	(from https://digitedia-sa.com/wp-content/themes/salient/css/nectar-brands.css?ver=17.0.1)
23:31:50	4204/4204	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%22106c-67c6ccb8-c47b7d50d67f6d01;gz%22	https://digitedia-sa.com/wp-content/themes/salient/css/fonts/nectar-brands.eot?	C:/Users/TARGET/Desktop/digitedia_clone/digitedia-sa.com/wp-content/themes/salient/css/fonts/nectar-brandsd41d.eot	(from https://digitedia-sa.com/wp-content/themes/salient/css/nectar-brands.css?ver=17.0.1)
23:31:50	4116/4116	---MCZ	200	added ('OK')	application/font-woff	etag:W/%221014-67c6ccb8-126419b067ca8107;;;%22	https://digitedia-sa.com/wp-content/themes/salient/css/fonts/nectar-brands.woff?v=1.0	C:/Users/TARGET/Desktop/digitedia_clone/digitedia-sa.com/wp-content/themes/salient/css/fonts/nectar-brandsc619.woff	(from https://digitedia-sa.com/wp-content/themes/salient/css/nectar-brands.css?ver=17.0.1)
23:31:50	4040/4040	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%22fc8-67c6ccb8-295773d48b774b03;gz%22	https://digitedia-sa.com/wp-content/themes/salient/css/fonts/nectar-brands.ttf?v=1.0	C:/Users/TARGET/Desktop/digitedia_clone/digitedia-sa.com/wp-content/themes/salient/css/fonts/nectar-brandsc619.ttf	(from https://digitedia-sa.com/wp-content/themes/salient/css/nectar-brands.css?ver=17.0.1)
23:31:51	12248/12248	---M-Z	200	added ('OK')	image/svg+xml	etag:%222fd8-67c6ccb8-f20f6efb4a28fc39;gz%22	https://digitedia-sa.com/wp-content/themes/salient/css/fonts/nectar-brands.svg?v=1.0	C:/Users/TARGET/Desktop/digitedia_clone/digitedia-sa.com/wp-content/themes/salient/css/fonts/nectar-brandsc619.svg	(from https://digitedia-sa.com/wp-content/themes/salient/css/nectar-brands.css?ver=17.0.1)
23:31:51	191/191	---M--	200	added ('OK')	image/png	date:Mon,%2026%20May%202025%2020:31:52%20GMT	https://digitedia-sa.com/wp-content/plugins/js_composer_salient/assets/images/toggle_open.png	C:/Users/TARGET/Desktop/digitedia_clone/digitedia-sa.com/wp-content/plugins/js_composer_salient/assets/images/toggle_open.png	(from https://digitedia-sa.com/wp-content/plugins/js_composer_salient/assets/css/js_composer.min.css?ver=7.8.1)
23:31:51	143/143	---M--	200	added ('OK')	image/png	date:Mon,%2026%20May%202025%2020:31:52%20GMT	https://digitedia-sa.com/wp-content/plugins/js_composer_salient/assets/images/toggle_close.png	C:/Users/TARGET/Desktop/digitedia_clone/digitedia-sa.com/wp-content/plugins/js_composer_salient/assets/images/toggle_close.png	(from https://digitedia-sa.com/wp-content/plugins/js_composer_salient/assets/css/js_composer.min.css?ver=7.8.1)
23:31:51	673/673	---M--	200	added ('OK')	image/gif	etag:%222a1-67c6ccfd-3e57a3e99dc0968;;;%22	https://digitedia-sa.com/wp-content/plugins/js_composer_salient/assets/images/spinner.gif	C:/Users/TARGET/Desktop/digitedia_clone/digitedia-sa.com/wp-content/plugins/js_composer_salient/assets/images/spinner.gif	(from https://digitedia-sa.com/wp-content/plugins/js_composer_salient/assets/css/js_composer.min.css?ver=7.8.1)
23:31:52	264/264	---M--	200	added ('OK')	image/png	date:Mon,%2026%20May%202025%2020:31:52%20GMT	https://digitedia-sa.com/wp-content/plugins/js_composer_salient/assets/vc/tick.png	C:/Users/TARGET/Desktop/digitedia_clone/digitedia-sa.com/wp-content/plugins/js_composer_salient/assets/vc/tick.png	(from https://digitedia-sa.com/wp-content/plugins/js_composer_salient/assets/css/js_composer.min.css?ver=7.8.1)
23:31:52	270/270	---M--	200	added ('OK')	image/png	date:Mon,%2026%20May%202025%2020:31:52%20GMT	https://digitedia-sa.com/wp-content/plugins/js_composer_salient/assets/vc/remove.png	C:/Users/TARGET/Desktop/digitedia_clone/digitedia-sa.com/wp-content/plugins/js_composer_salient/assets/vc/remove.png	(from https://digitedia-sa.com/wp-content/plugins/js_composer_salient/assets/css/js_composer.min.css?ver=7.8.1)
23:31:54	72486/72486	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2026%20May%202025%2020:31:54%20GMT	https://digitedia-sa.com/ar/location	C:/Users/TARGET/Desktop/digitedia_clone/digitedia-sa.com/ar/location	(from https://digitedia-sa.com/wp-content/themes/salient/js/build/init.js?ver=17.0.1)
23:31:55	64242/64242	---M--	200	added ('OK')	text/javascript	etag:%22970276e040c467a1%22	https://apis.google.com/js/plusone.js	C:/Users/TARGET/Desktop/digitedia_clone/apis.google.com/js/plusone.js	(from https://digitedia-sa.com/wp-content/plugins/js_composer_salient/assets/js/dist/js_composer_front.min.js?ver=7.8.1)
23:31:55	72443/72443	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2026%20May%202025%2020:31:55%20GMT	https://digitedia-sa.com/ar/Edge/	C:/Users/TARGET/Desktop/digitedia_clone/digitedia-sa.com/ar/Edge/index.html	(from https://digitedia-sa.com/wp-content/themes/salient/js/build/init.js?ver=17.0.1)
23:31:55	361/361	---M-Z	200	added ('OK')	application/javascript	etag:%2282bfd941d2c9b3b9e0650a27c9d11737%22	https://assets.pinterest.com/js/pinit.js	C:/Users/TARGET/Desktop/digitedia_clone/assets.pinterest.com/js/pinit.js	(from https://digitedia-sa.com/wp-content/plugins/js_composer_salient/assets/js/dist/js_composer_front.min.js?ver=7.8.1)
23:31:57	72618/72618	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2026%20May%202025%2020:31:57%20GMT	https://digitedia-sa.com/ar/window.location.href	C:/Users/TARGET/Desktop/digitedia_clone/digitedia-sa.com/ar/window.location.href	(from https://digitedia-sa.com/wp-content/plugins/elementor-pro/assets/js/elements-handlers.min.js?ver=3.28.3)
23:31:57	72432/72432	---M-Z	404	error ('Not%20Found')	text/html	date:Mon,%2026%20May%202025%2020:31:57%20GMT	https://digitedia-sa.com/ar/OPR/	C:/Users/TARGET/Desktop/digitedia_clone/digitedia-sa.com/ar/OPR/index.html	(from https://digitedia-sa.com/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.29.0)
